==============================================================================
REZDY ROUND 1 -- SUPPLIER TEXT vs WHAT WE EXTRACTED
==============================================================================

100 products, the HARDEST in the catalogue (16-55 headings each).
Prompt: SYSTEM_PROMPT_RZ_DESC_V1_2

HOW TO READ A BLOCK
------------------------------------------------------------------------------
  SUPPLIER TEXT   what the model was given. This is the supplier's own
                  words with their HTML formatting restored as plain
                  marks -- '## ' a heading tag, '**bold**', '- ' a list
                  item, '[text](url)' a link. Nothing added or removed;
                  verified word-for-word on all 9,361 products.
  EXTRACTED       the fields that were filled, and their exact contents.
  EMPTY           fields left blank. A blank is the rule WORKING: the
                  supplier wrote no heading naming that field, so the
                  text stayed in ABOUT. It does not mean text was lost.
  FLAGS           the model's own notes on anything it moved.

THE TWO NUMBERS ON EVERY PRODUCT
------------------------------------------------------------------------------
  RETENTION   share of the supplier's distinct words that appear
              SOMEWHERE in our output. This is the content-loss measure.
              It CANNOT see a word that survived in the WRONG field --
              that is what the issue list is for. On Fareharbor, 11 of 13
              defects in one run lost no text at all, so high retention
              is necessary but not sufficient.
  FILL RATE   share of the 21 fields that got content. LOW IS OFTEN
              CORRECT: a field only fills when the supplier wrote a
              heading for it, and about half of Rezdy products write few
              or none. A low fill rate with high retention means the text
              is all present, sitting in ABOUT, exactly as intended.

RUN TOTALS
------------------------------------------------------------------------------
  mean retention     98.8%       (worst 91.2%, best 100.0%)
  products >= 95%    99 / 100
  products >= 99%    57 / 100
  mean fill rate     24.1%       (5.1 of 21 fields on average)
  no findings        44 / 100 products
  findings by type  NO HEADING 54, DUPLICATED 35, CONTENT LOSS 19, REWORDED 17, URL LOST 1, MID-SENTENCE 1

  For comparison, the OLD method (Step 1) retained 71.8% of the same
  suppliers' words across these same 100 products.

INDEX -- worst retention first
------------------------------------------------------------------------------
  PRODUCT    SUPPLIER                HEAD  RETAIN  FILLED  ISSUES
      After the tour, re join the Hop On Hop Off service to continue exploring Tamborine Mountain.
      Rainforest Skywalk: At your allocated time, you will visit the Rainforest Skywalk for your second included experience:
      Elevated steel walkways and forest trails through lush rainforest
      Views into the canopy and down to the forest floor
      Interpretive signage and displays explaining the local environment
      After your Skywalk visit, rejoin the Hop On Hop Off service to continue your day on the mountain.
      Choose Your Stops: You decide how many and which venues to visit. Want to stay longer at one location? No problem – just let your driver know and catch a later loop service.
      Times are approximate and may vary due to traffic and conditions.

  [IMPORTANT INFO]
      Departure Time: First pickup from Gold Coast at 8:30 am
      Return Time: Approx. 5:00 pm back at the Gold Coast
      Duration: Full day (approx. 8.5–9 hours)
      Fitness Level: Easy – most walking is on formed paths and boardwalks
      Family Friendly: Suitable for most ages; children must be supervised by an adult
      What to Bring:
      Comfortable walking shoes
      Light jacket or jumper (Tamborine Mountain can be cooler than the coast)
      Water bottle
      Hat, sunglasses and sunscreen
      Camera or smartphone
      Payment method for food, drinks, tastings and shopping
      Optional Add-on:
      $90 per booking fee to be picked up and dropped off at an alternate location (subject to availability).
      Guest Cancellations:
      More than 48 hours before tour: Full refund
      Within 48 hours or no-show: No refund
      Important Notes:
      Glow Worm Cave and Rainforest Skywalk times are pre-booked and cannot always be changed on the day.
      Some venues and attractions have limited capacity and may require advance bookings.
      Hop On Hop Off routing and participating venues are subject to change without notice.
      Many venues offer exclusive discounts for Pineapple Tours guests — ask your driver on the day.
      Tour operates in most weather conditions; itinerary may be adjusted for safety.

  [HIGHLIGHTS]
      Return transfers from the Gold Coast to Tamborine Mountain
      Unlimited Hop On Hop Off access on Tamborine Mountain
      Pre-booked, guaranteed entry to the Glow Worm Caves
      Pre-booked, guaranteed entry to the Rainforest Skywalk
      Freedom to choose your own stops – wineries, breweries, distilleries, cafés, Gallery Walk and attractions
      Scenic lookouts and photo stops around Tamborine Mountain
      Travel in luxury, air-conditioned, eco-friendly vehicles
      Friendly local driver/guide

  [WHAT'S INCLUDED]
      Return transfer from Gold Coast to Tamborine Mountain
      Unlimited Hop On Hop Off access on Tamborine Mountain
      Pre-booked, guaranteed entrance to the Glow Worm Caves
      Pre-booked, guaranteed entrance to the Rainforest Skywalk
      Air-conditioned, luxury, eco-friendly vehicles
      Local driver/guide
      Scenic stops and basic commentary

  [WHAT'S NOT INCLUDED]
      Food and drinks
      Wine, beer and spirit tastings
      Other venue entry fees or paid attractions not specified as included
      Purchases at shops, cafés and venues
      Travel insurance

  [ITINERARY]
      Pickup & Departure from the Gold Coast: Your day begins with our Gold Coast Shuttle, which departs at 8:30 am and transfers you to Tamborine Mountain.
      Gold Coast Pickup Schedule:
      8:30 am – Robina Train Station Park & Ride
      8:45 am – The Star Casino, 1 Casino Dr, Broadbeach QLD 4218
      9:00 am – voco Gold Coast, 31 Hamilton Ave, Surfers Paradise QLD 4217
      9:15 am – JW Marriott, 158 Ferny Ave, Surfers Paradise QLD 4217
      9:35 am – Gold Coast University Hospital (Cnr Nexus Way & Parklands Dr – Platform 4)
      Return to the Gold Coast: The return shuttle departs Tamborine Mountain at approximately 3:30 pm and arrives back at the Gold Coast at around 5:00 pm, dropping you at your original pickup area.

  EMPTY (15): EXTRAS, WHAT TO BRING, DURATION, CANCELLATION, CHECK IN, ACCESSIBILITY, RESTRICTIONS, SPECIAL REQUIREMENTS, FAQS, PRICING, DISCLAIMERS, HEALTH & SAFETY, CONTACT, MEETING POINT, GROUP SIZE
    ^ the supplier wrote no heading for these. Their text, if any,
      is in ABOUT above -- nothing was dropped.

  [FLAGS -- the model's own notes, never shown to a customer]
      itinerary: moved 'Once on the mountain, you’ll transfer to the local Hop On Hop Off Loop, which continuously runs between participating breweries, wineries, distilleries, cafés and attractions throughout the day.' -> about (no time or stop)
      itinerary: moved 'Note: Guests booked on the Winery Tour will continue on their own separate guided tour after arrival. This is a distinct experience from the Hop On Hop Off circuit.' -> about (no time or stop)
      itinerary: moved 'Hop On, Hop Off Freedom: Enjoy total flexibility. Hop off at any participating venue, explore at your own pace, then hop back on the next bus when you’re ready.' -> about (no time or stop)
      itinerary: moved 'Glow Worm Caves: At your booked time, you will be dropped at the Glow Worm Caves for your included guided tour:' -> about (no time or stop)
      itinerary: moved 'Short rainforest boardwalk to the cave entrance' -> about (no time or stop)
      itinerary: moved 'Guided experience inside the purpose-built cave' -> about (no time or stop)
      itinerary: moved 'See thousands of glow worms glowing overhead and learn about their lifecycle and conservation' -> about (no time or stop)
      itinerary: moved 'After the tour, re join the Hop On Hop Off service to continue exploring Tamborine Mountain.' -> about (no time or stop)
      itinerary: moved 'Rainforest Skywalk: At your allocated time, you will visit the Rainforest Skywalk for your second included experience:' -> about (no time or stop)
      itinerary: moved 'Elevated steel walkways and forest trails through lush rainforest' -> about (no time or stop)
      itinerary: moved 'Views into the canopy and down to the forest floor' -> about (no time or stop)
      itinerary: moved 'Interpretive signage and displays explaining the local environment' -> about (no time or stop)
      itinerary: moved 'After your Skywalk visit, rejoin the Hop On Hop Off service to continue your day on the mountain.' -> about (no time or stop)
      itinerary: moved 'Choose Your Stops: You decide how many and which venues to visit. Want to stay longer at one location? No problem – just let your driver know and catch a later loop service.' -> about (no time or stop)
      itinerary: moved 'Times are approximate and may vary due to traffic and conditions.' -> about (no time or stop)


==============================================================================
P1BEM7   unwindtours31
Swan Valley Wine Tours
==============================================================================
  RETENTION  99.3%   FILL RATE  19.0% (4/21 fields)   FINDINGS 1
  16 headings | 972 words | raw file: Rezdy-unwindtours31-P1BEM7.json

  ISSUES FOUND (CANDIDATE -- verify against the text below)
    [NO HEADING] redo_desc_pricing filled but no heading names it

------------------------------------------------------------------------------
SUPPLIER TEXT (what the model was given)
------------------------------------------------------------------------------
    ## :
    ? Welcome, Wine Lovers — Your Swan Valley Escape Awaits!
    ## **Unwind Tours presents: The Swan Valley Wine Tour** Not just a ride. Not just a tour. This is your all-access pass to Western Australia’s most charming wine region—led by a local guide who knows every hidden gem, every vintage worth sipping, and every bite worth tasting. Imagine boutique family-run wineries that’ll leave you speechless, gourmet food that dances on your palate, and vineyard views that’ll make your Instagram pop. This isn’t your average wine tour—it’s a full-bodied experience.
    ? What’s Included
    ## **?️ Gourmet Lunch** Indulge in a chef-prepared meal at one of Swan Valley’s top wineries, paired with a glass of their finest. **? Premium Wine Tastings** Enjoy three curated tastings at standout venues like Lancaster, Nikola Estate, and Sittella (subject to availability). **? Sweet Non-Alcoholic Stop** From artisan chocolate to the House of Honey, we’ll tailor a treat stop just for you. **? Hassle-Free Pick-Up & Drop-Off** We’ll pick you up, drop you off, and handle the logistics so you can focus on relaxing. **? Your Playlist, Your Vibe** With our Bluetooth speaker onboard, you’re the DJ of your own adventure. **? Local Guide, Not Just a Driver** Get insider stories, local tips, and a warm, friendly guide who makes the day unforgettable.
    ? Group Perks
    ## ? Exclusive Gift for Groups** Groups of 10+ receive a complimentary bottle of wine with a custom label from Tylers Vineyard—only available on our Swan Valley tours. **? Private Group Tours Available** Planning a birthday, hens party, or corporate outing? We’ll tailor the day to your crew. ? Call Paul directly to book: **0478 700 085
    ? Optional Add-Ons
    ## **Cheese Board** – $20 Add a gourmet cheese platter to elevate your tasting experience. **Gin Tasting** – $10 Sample handcrafted gin at one of Swan Valley’s boutique distilleries.
    ? Pricing
    ## **$175 per person** Includes gourmet lunch, three premium wine tastings, and all the good vibes.
    ? Tour Details
    ## **Departure Time**: 10:30 AM (or 10:00 AM if picked up from Fremantle—just let us know!) **Pick-Up Locations**: Hilton Downtown Perth Crown Casino Swan Valley Visitor Centre Fremantle (on request, no extra charge) **Duration**: Approximately 7 hours of pure indulgence.
    ? What to Bring
